group1,group2,meandiff,p-adj,lower,upper,reject
1.5,2.0,2.1833,0.9996,-53.2146,57.5813,False
1.5,2.5,0.4236,1.0,-54.9744,55.8216,False
1.5,3.0,-6.9569,0.9879,-62.3549,48.441,False
2.0,2.5,-1.7597,0.9998,-57.1577,53.6383,False
2.0,3.0,-9.1403,0.9734,-64.5383,46.2577,False
2.5,3.0,-7.3806,0.9857,-62.7785,48.0174,False
